p1_id,p2_id,doc_id,sentence_index,label,expectation,tokens,p1_text,p1_start,p1_end,p2_text,p2_start,p2_end,features,weights
35402a51-eb60-451f-bd2c-b91942bdbdca_14_31_32,35402a51-eb60-451f-bd2c-b91942bdbdca_14_28_29,35402a51-eb60-451f-bd2c-b91942bdbdca,14,,0.994,"{When,the,committee,headed,by,Union,secretary,"","",personnel,and,training,"","",Sanjay,Kothari,"","",met,two,weeks,ago,"","",the,requests,of,two,IAS,officers,"","",K,Radhika,Aiyar,and,Dhaval,Jain,"","",were,taken,up,under,the,PH,-LRB-,physically,handicapped,-RRB-,policy,.}",Dhaval Jain,31,32,Radhika Aiyar,28,29,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",INV_LENGTHS_[2_2],""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_BETW_L_[conj_and conj_and]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_2_R_1_[, K]_[,]"",""INV_W_LEMMA_L_3_R_3_[officer , K]_[, be take]"",""INV_W_LEMMA_L_1_R_3_[K]_[, be take]"",""INV_W_LEMMA_L_2_R_3_[, K]_[, be take]"",""INV_W_LEMMA_L_1_R_2_[K]_[, be]"",""INV_BETW_[conj_and request conj_and]"",""INV_W_LEMMA_L_3_R_2_[officer , K]_[, be]"",""INV_W_LEMMA_L_2_R_2_[, K]_[, be]"",""INV_W_LEMMA_L_3_R_1_[officer , K]_[,]"",""INV_W_LEMMA_L_1_R_1_[K]_[,]"",""INV_BETW_D_[conj_and request conj_and]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.282554,0.240517,0.219782,-0.181359,-0.156288,0.121314,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0,0,0,0}"
45e624eb-544e-4047-afa5-bba9f4a49e6b_131_9_9,45e624eb-544e-4047-afa5-bba9f4a49e6b_131_7_7,45e624eb-544e-4047-afa5-bba9f4a49e6b,131,,0.996,"{Ramah,Reservoir,Cliffs,on,either,side,that,Carl,and,Ida,drove,along,.}",Ida,9,9,Carl,7,7,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",INV_LENGTHS_[0_0],""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_2_R_3_[side that]_[drive along .]"",""INV_W_LEMMA_L_3_R_1_[either side that]_[drive]"",""INV_W_LEMMA_L_2_R_2_[side that]_[drive along]"",""INV_W_LEMMA_L_3_R_3_[either side that]_[drive along .]"",""INV_W_LEMMA_L_3_R_2_[either side that]_[drive along]"",""INV_W_LEMMA_L_1_R_2_[that]_[drive along]"",""INV_W_LEMMA_L_2_R_1_[side that]_[drive]"",""INV_W_LEMMA_L_1_R_3_[that]_[drive along .]"",INV_W_LEMMA_L_1_R_1_[that]_[drive]}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,-0.156288,0.104148,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0,0}"
9e6503c4-2378-43b8-9c1c-a3cab603af9e_6_0_0,9e6503c4-2378-43b8-9c1c-a3cab603af9e_6_2_2,9e6503c4-2378-43b8-9c1c-a3cab603af9e,6,,0.986,"{Lucy,and,Isabella,were,credited,by,an,examiner,as,having,outstanding,ability,in,a,grade,four,ballet,exam,and,were,each,awarded,92,per,cent,for,their,performances,.}",Lucy,0,0,Isabella,2,2,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],LENGTHS_[0_1],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",W_LEMMA_L_1_R_1_[.]_[be],""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_3_R_3_[they performance .]_[be credit by]"",""W_LEMMA_L_2_R_3_[performance .]_[be credit by]"",""W_LEMMA_L_3_R_2_[they performance .]_[be credit]"",""W_LEMMA_L_3_R_1_[they performance .]_[be]"",""W_LEMMA_L_2_R_1_[performance .]_[be]"",""W_LEMMA_L_1_R_2_[.]_[be credit]"",""W_LEMMA_L_1_R_3_[.]_[be credit by]"",""W_LEMMA_L_2_R_2_[performance .]_[be credit]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,-0.421531,0.329788,0.325916,0.324841,0.159001,-0.144905,-0.141798,-0.133804,-0.0915892,0.0691858,0.0456837,0.0230933,-0.00337211,0,0,0,0,0,0,0,0}"
a51231d9-3dfb-4802-82f7-03580effb287_173_8_8,a51231d9-3dfb-4802-82f7-03580effb287_173_6_6,a51231d9-3dfb-4802-82f7-03580effb287,173,,0.993,"{Many,of,you,have,asked,about,Chris,and,Cristina,"","",of,course,I,ca,n't,update,there,for,obvious,reasons,more,than,to,share,"","",keep,praying,for,their,comfort,"","",for,their,peace,"","",and,for,Chris,to,heal,and,grow,stronger,.}",Cristina,8,8,Chris,6,6,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_LEMMA_L_1_R_1_[about]_[,]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_2_R_1_[ask about]_[,]"",""INV_W_LEMMA_L_3_R_1_[have ask about]_[,]"",""INV_W_LEMMA_L_1_R_3_[about]_[, of course]"",""INV_W_LEMMA_L_2_R_3_[ask about]_[, of course]"",""INV_W_LEMMA_L_3_R_2_[have ask about]_[, of]"",""INV_W_LEMMA_L_3_R_3_[have ask about]_[, of course]"",""INV_W_LEMMA_L_2_R_2_[ask about]_[, of]"",""INV_W_LEMMA_L_1_R_2_[about]_[, of]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,0.165401,-0.156288,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0}"
d251ff89-4471-4dca-836f-371fd337edaf_2_36_37,d251ff89-4471-4dca-836f-371fd337edaf_2_33_34,d251ff89-4471-4dca-836f-371fd337edaf,2,,0.998,"{Former,England,football,captain,turned,style,icon,Beckham,flew,in,from,New,York,to,present,an,award,at,the,event,in,central,London,"","",while,Fernandez-Versini,arrived,arm-in-arm,with,former,Girls,Aloud,bandmates,Kimberley,Walsh,and,Nicola,Roberts,.}",Nicola Roberts,36,37,Kimberley Walsh,33,34,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_2_R_1_[MISC O]_[O]"",INV_LENGTHS_[2_3],""INV_W_NER_L_3_R_1_[MISC MISC O]_[O]"",""INV_W_LEMMA_L_2_R_1_[Aloud bandmate]_[.]"",INV_W_LEMMA_L_1_R_1_[bandmate]_[.],""INV_W_LEMMA_L_3_R_1_[Girls Aloud bandmate]_[.]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.12155,-0.0790853,-0.00648743,0,0,0}"
e80731e4-fb18-4fa0-bf1d-9ce9924a91c7_6_6_6,e80731e4-fb18-4fa0-bf1d-9ce9924a91c7_6_8_8,e80731e4-fb18-4fa0-bf1d-9ce9924a91c7,6,,0.979,"{After,73,years,of,marriage,"","",Howard,and,Laura,are,still,eager,to,express,their,love,to,one,another,.}",Howard,6,6,Laura,8,8,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_LEMMA_L_1_R_1_[,]_[be]"",""W_LEMMA_L_2_R_1_[marriage ,]_[be]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_LEMMA_L_1_R_2_[,]_[be still]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_3_R_1_[of marriage ,]_[be]"",""W_LEMMA_L_2_R_3_[marriage ,]_[be still eager]"",""W_LEMMA_L_2_R_2_[marriage ,]_[be still]"",""W_LEMMA_L_3_R_2_[of marriage ,]_[be still]"",""W_LEMMA_L_1_R_3_[,]_[be still eager]"",""W_LEMMA_L_3_R_3_[of marriage ,]_[be still eager]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,-0.327916,0.325916,0.324841,0.159001,-0.144905,-0.141798,-0.0915892,0.0691858,0.0456837,0.0446875,0.0232814,0.0230933,-0.00942978,-0.00337211,0,0,0,0,0,0}"
fd22a040-2c39-4664-a2ff-936b3e80f216_7_2_2,fd22a040-2c39-4664-a2ff-936b3e80f216_7_0_0,fd22a040-2c39-4664-a2ff-936b3e80f216,7,,0.987,"{Ranveer,and,Deepika,got,delayed,in,reaching,the,venue,.}",Deepika,2,2,Ranveer,0,0,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",INV_W_LEMMA_L_1_R_1_[.]_[get],""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_3_R_2_[the venue .]_[get delay]"",""INV_W_LEMMA_L_1_R_3_[.]_[get delay in]"",""INV_W_LEMMA_L_2_R_1_[venue .]_[get]"",""INV_W_LEMMA_L_1_R_2_[.]_[get delay]"",""INV_W_LEMMA_L_3_R_3_[the venue .]_[get delay in]"",""INV_W_LEMMA_L_3_R_1_[the venue .]_[get]"",""INV_W_LEMMA_L_2_R_3_[venue .]_[get delay in]"",""INV_W_LEMMA_L_2_R_2_[venue .]_[get delay]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,-0.156288,0.055645,-0.0407692,0.020562,-0.0118078,0.00925519,0.00138261,0,0,0,0,0,0,0,0}"
ae0adecf-08cd-4ee2-bc6c-df50a4f5f4d7_2_34_35,ae0adecf-08cd-4ee2-bc6c-df50a4f5f4d7_2_37_38,ae0adecf-08cd-4ee2-bc6c-df50a4f5f4d7,2,,0.998,"{The,brilliant,multi-instrumentalist,who,forged,the,sound,of,Memphis,soul,with,his,band,"","",the,MGs,"","",scored,a,classic,hit,with,``,Green,Onions,'',and,worked,in,the,studio,with,everyone,from,Otis,Redding,and,Wilson,Pickett,to,Bill,Withers,and,Bob,Dylan,had,been,reduced,to,selling,real,estate,in,the,San,Fernando,Vall,.}",Otis Redding,34,35,Wilson Pickett,37,38,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],LENGTHS_[2_2],""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_2_[O O O]_[O PERSON]"",""W_NER_L_1_R_2_[O]_[O PERSON]"",""W_NER_L_2_R_3_[O O]_[O PERSON PERSON]"",""W_NER_L_3_R_3_[O O O]_[O PERSON PERSON]"",""W_NER_L_2_R_2_[O O]_[O PERSON]"",""W_NER_L_1_R_3_[O]_[O PERSON PERSON]"",W_LEMMA_L_1_R_1_[from]_[to],""W_LEMMA_L_2_R_3_[everyone from]_[to Bill Withers]"",""W_LEMMA_L_3_R_3_[with everyone from]_[to Bill Withers]"",""W_LEMMA_L_1_R_2_[from]_[to Bill]"",""W_LEMMA_L_3_R_2_[with everyone from]_[to Bill]"",""W_LEMMA_L_2_R_1_[everyone from]_[to]"",""W_LEMMA_L_3_R_1_[with everyone from]_[to]"",""W_LEMMA_L_1_R_3_[from]_[to Bill Withers]"",""W_LEMMA_L_2_R_2_[everyone from]_[to Bill]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,0.325916,0.324841,0.223318,-0.144905,-0.141798,0.117988,-0.112045,-0.101278,0.0850715,-0.0516081,-0.0201888,-0.0017226,0,0,0,0,0,0,0,0}"
b0270ef1-4f1c-44ee-9812-022acafe8ea6_1_0_0,b0270ef1-4f1c-44ee-9812-022acafe8ea6_1_2_2,b0270ef1-4f1c-44ee-9812-022acafe8ea6,1,,0.982,"{Elizabeth,and,Diana,.}",Elizabeth,0,0,Diana,2,2,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_2_R_1_[PERSON O]_[O]"",""W_NER_L_3_R_1_[O PERSON O]_[O]"",W_LEMMA_L_1_R_1_[.]_[.],""W_LEMMA_L_3_R_1_[and Diana .]_[.]"",""W_LEMMA_L_2_R_1_[Diana .]_[.]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,-0.327916,0.325916,0.324841,-0.248478,-0.0870379,-0.0669465,0,0}"
d8a1487f-c82e-4cc9-8609-64c5bd946e58_5_3_3,d8a1487f-c82e-4cc9-8609-64c5bd946e58_5_5_5,d8a1487f-c82e-4cc9-8609-64c5bd946e58,5,,0.997,"{RELATED,:,Is,Gisele,and,Tom,'s,Marriage,In,Trouble,``,and,my,heart,melts,...,#biggestlove,#family,❤,❤,❤,"","",'',wrote,Gisele,on,Instragram,"","",captioning,a,sweet,picture,of,Tom,playing,soccer,with,the,couple,'s,daughter,.}",Gisele,3,3,Tom,5,5,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_0],""BETW_L_[conj_and poss]"",""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",W_LEMMA_L_1_R_1_[be]_['s],""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_2_R_3_[: be]_['s Marriage in]"",""W_LEMMA_L_3_R_3_[RELATED : be]_['s Marriage in]"",""W_LEMMA_L_2_R_2_[: be]_['s Marriage]"",""W_LEMMA_L_3_R_1_[RELATED : be]_['s]"",""W_LEMMA_L_3_R_2_[RELATED : be]_['s Marriage]"",""BETW_D_[conj_and Marriage poss]"",""W_LEMMA_L_1_R_2_[be]_['s Marriage]"",""W_LEMMA_L_1_R_3_[be]_['s Marriage in]"",""BETW_[conj_and Marriage poss]"",""W_LEMMA_L_2_R_1_[: be]_['s]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,-0.518601,0.177854,0.159001,-0.144905,-0.141798,-0.0915892,-0.0746444,0.0691858,0.0456837,0.0230933,-0.00337211,0,0,0,0,0,0,0,0,0,0}"
