relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length
APW_ENG_20080512.1225.LDC2009T13_523_15-APW_ENG_20080512.1225.LDC2009T13_523_36,APW_ENG_20080512.1225.LDC2009T13_523,Carrie-Samantha,,0,"{David,Eigenberg,plays,Miranda,'s,down-to-earth,husband,Steve,"","",Chris,Noth,reprises,his,role,as,Carrie,'s,Mr.,Big,"","",Evan,Handler,plays,Charlotte,'s,dependable,husband,Harry,"","",and,Jason,Lewis,makes,a,showing,as,Samantha,'s,actor,boyfriend,"","",Smith,.}",15,1,36,1
56822@16_44-56822@16_34,56822@16,Andy Nyman-Peter Vaughan,,0.062,"{Fold,in,a,cousin,-LRB-,Daisy,Donovan,-RRB-,whose,uptight,fiance,-LRB-,Alan,Tudyk,-RRB-,accidentally,ingests,the,designer,drugs,her,brother,-LRB-,Kris,Marshall,-RRB-,has,cooked,up,"","",a,crotchety,uncle,-LRB-,Peter,Vaughan,-RRB-,with,bowel,problems,"","",a,hypochondriac,-LRB-,Andy,Nyman,-RRB-,"","",and,a,boor,-LRB-,Ewen,Bremner,-RRB-,.}",44,2,34,2
LTW_ENG_20070713.0082.LDC2009T13_494_34-LTW_ENG_20070713.0082.LDC2009T13_494_5,LTW_ENG_20070713.0082.LDC2009T13_494,Vondie Curtis-Hall-Greene,,0.058,"{Other,characters,"","",such,as,Greene,'s,flamboyant,girlfriend,Vernell,-LRB-,Taraji,P.,Henson,-RRB-,and,station,owner,E.G.,Sonderling,-LRB-,Martin,Sheen,-RRB-,are,appealing,but,one-note,"","",though,Cedric,the,Entertainer,and,Vondie,Curtis-Hall,make,funny,"","",note-perfect,appearances,as,the,velvet-voiced,"","",``,quiet,storm,'',late,night,DJ,"","",Nighthawk,"","",and,the,ousted,chipper,morning-show,guy,"","",Sunny,Jim,"","",respectively,.}",34,2,5,1
NYT_ENG_20080428.0065.LDC2009T13_554_9-NYT_ENG_20080428.0065.LDC2009T13_554_3,NYT_ENG_20080428.0065.LDC2009T13_554,Harry-Sam,,0.002,"{There,is,also,Sam,'s,older,best,friend,"","",Harry,-LRB-,Stephen,Berenson,-RRB-,"","",a,cheeky,American,dilettante,"","",and,Marie,-LRB-,Rachel,Warren,-RRB-,"","",a,svelte,French,chanteuse,in,a,romance,with,another,American,soldier,"","",Frank,-LRB-,Mauro,Hantman,-RRB-,.}",9,1,3,1
LTW_ENG_20080201.0151.LDC2009T13_47_27-LTW_ENG_20080201.0151.LDC2009T13_47_5,LTW_ENG_20080201.0151.LDC2009T13_47,Edwards-Barack Obama,,0.006,"{Democrats,Hillary,Rodham,Clinton,and,Barack,Obama,will,battle,it,out,across,22,states,--,where,Clinton,has,a,clear,but,shrinking,edge,and,now,must,hope,Edwards,',supporters,do,n't,go,to,Obama,in,droves,.}",27,1,5,2
NYT_ENG_20080209.0140.LDC2009T13_9_1-NYT_ENG_20080209.0140.LDC2009T13_9_8,NYT_ENG_20080209.0140.LDC2009T13_9,Barack Obama-Hillary Rodham Clinton,f,0.042,"{Sen.,Barack,Obama,won,powerful,victories,over,Sen.,Hillary,Rodham,Clinton,in,Nebraska,"","",Washington,"","",and,Louisiana,on,Saturday,"","",giving,him,an,impressive,sweep,going,into,a,month,when,the,Democratic,nominating,contests,are,expected,to,favor,him,.}",1,2,8,3
APW_ENG_20070209.2044.LDC2009T13_102_6-APW_ENG_20070209.2044.LDC2009T13_102_15,APW_ENG_20070209.2044.LDC2009T13_102,Lamar Odom-Chauncey Billups,f,0.016,"{Maybe,"","",but,fellow,program,members,Lamar,Odom,"","",Paul,Pierce,"","",Michael,Redd,and,Chauncey,Billups,were,all,excused,from,playing,last,summer,"","",and,they,'ve,been,hurt,"","",too,.}",6,2,15,2
APW_ENG_20071106.1340.LDC2009T13_139_18-APW_ENG_20071106.1340.LDC2009T13_139_7,APW_ENG_20071106.1340.LDC2009T13_139,Norman Mailer-Jack Kerouac,f,0.018,"{He,captured,images,of,Beat,generation,writers,Jack,Kerouac,and,Allen,Ginsberg,"","",and,photographed,Andy,Warhol,"","",Norman,Mailer,and,Bob,Dylan,.}",18,2,7,2
NYT_ENG_20081214.0171.LDC2009T13_216_25-NYT_ENG_20081214.0171.LDC2009T13_216_8,NYT_ENG_20081214.0171.LDC2009T13_216,Mahmoud Ahmadinejad-Nicolas Sarkozy,f,0.018,"{Iran,was,annoyed,with,the,French,president,"","",Nicolas,Sarkozy,"","",for,remarks,he,made,last,week,criticizing,constant,threats,by,Iran,'s,president,"","",Mahmoud,Ahmadinejad,"","",against,Israel,.}",25,2,8,2
NYT_ENG_20080122.0179.LDC2009T13_714_7-NYT_ENG_20080122.0179.LDC2009T13_714_57,NYT_ENG_20080122.0179.LDC2009T13_714,Holbrook-Tom Wilkinson,,0,"{Joining,Hoffman,'s,porcine,CIA,agent,and,Holbrook,'s,teary,codger,in,the,supporting-actor,category,were,Casey,Affleck,as,a,proto,-,celebrity,stalker,in,``,The,Assassination,of,Jesse,James,by,the,Coward,Robert,Ford,"","",'',Javier,Bardem,as,the,killer,with,the,kooky,haircut,in,``,No,Country,for,Old,Men,"","",'',and,Tom,Wilkinson,as,a,high,-,powered,lawyer,who,suddenly,believes,himself,to,be,Shiva,the,Goddess,of,Death,in,``,Michael,Clayton,.,''}",7,1,57,2
APW_ENG_20070815.0296.LDC2009T13_620_19-APW_ENG_20070815.0296.LDC2009T13_620_27,APW_ENG_20070815.0296.LDC2009T13_620,Aramis Ramirez-Jacque Jones,,0.028,"{Harang,-LRB-,12-3,-RRB-,gave,up,three,solo,shots,in,seven-plus,innings,--,back-to-back,homers,to,Derrek,Lee,and,Aramis,Ramirez,in,the,fourth,and,one,to,Jacque,Jones,in,the,sixth,.}",19,2,27,2
APW_ENG_20071017.1082.LDC2009T13_62_0-APW_ENG_20071017.1082.LDC2009T13_62_13,APW_ENG_20071017.1082.LDC2009T13_62,Pavlyuchenko-Joleon Lescott,,0.034,"{Pavlyuchenko,tapped,in,the,winner,after,getting,between,England,defenders,Sol,Campbell,and,Joleon,Lescott,.}",0,1,13,2
NYT_ENG_20080502.0042.LDC2009T13_691_45-NYT_ENG_20080502.0042.LDC2009T13_691_11,NYT_ENG_20080502.0042.LDC2009T13_691,Patrick-Frank,,0,"{Besides,illustrating,the,potential,threats,to,gay,men,in,1960,"","",Frank,'s,Neanderthal,sexual,attitudes,allow,the,introduction,of,a,subplot,involving,him,"","",a,lovely,chanteuse,named,Marie,-LRB-,insouciantly,"","",if,sometimes,inaudibly,"","",played,by,Rachael,Warren,-RRB-,and,the,innocent,Patrick,-LRB-,a,delightfully,fresh,Stephen,Thorne,-RRB-,.}",45,1,11,1
NYT_ENG_20070503.0259.LDC2009T13_125_3-NYT_ENG_20070503.0259.LDC2009T13_125_34,NYT_ENG_20070503.0259.LDC2009T13_125,Theo Epstein-Brian Cashman,,0.014,"{But,were,I,Theo,Epstein,"","",I,'d,be,waving,John,Henry,'s,golden,checkbook,in,Roger,'s,face,"","",if,for,no,other,reason,than,if,I,'ve,got,him,"","",my,friend,Brian,Cashman,does,n't,.}",3,2,34,2
NYT_ENG_20070110.0126.LDC2009T13_351_11-NYT_ENG_20070110.0126.LDC2009T13_351_6,NYT_ENG_20070110.0126.LDC2009T13_351,Malcolm Gladwell-Dostoyevsky,,0.034,"{Their,reading,ranges,from,Nabokov,and,Dostoyevsky,to,David,Sedaris,and,Malcolm,Gladwell,"","",and,their,movie,viewing,includes,documentaries,by,Michelangelo,Antonioni,"","",'50s,noir,"","",and,The,40-Year-Old,Virgin,.}",11,2,6,1
APW_ENG_20080520.0744.LDC2009T13_62_10-APW_ENG_20080520.0744.LDC2009T13_62_0,APW_ENG_20080520.0744.LDC2009T13_62,Fabio Quagliarella-Donadoni,,0.022,"{Donadoni,opted,for,Luca,Toni,"","",Antonio,Di,Natale,"","",Fabio,Quagliarella,"","",Alessandro,Del,Piero,"","",Marco,Borriello,and,Antonio,Cassano,in,attack,instead,.}",10,2,0,1
APW_ENG_20080706.0319.LDC2009T13_150_25-APW_ENG_20080706.0319.LDC2009T13_150_2,APW_ENG_20080706.0319.LDC2009T13_150,Rohit Sharma-R.P. Singh,,0.008,"{Bowling,:,R.P.,Singh,9-1-67-3,-LRB-,1w,-RRB-,"","",Ishant,Sharma,10-1-52-3,"","",Irfan,Pathan,9.5-0-67-2,"","",Pragyan,Ojha,10-1-38-0,"","",Virender,Sehwag,8-0-30-1,"","",Rohit,Sharma,3-0-11-0,.}",25,2,2,2
AFP_ENG_20081021.0777.LDC2009T13_81_22-AFP_ENG_20081021.0777.LDC2009T13_81_0,AFP_ENG_20081021.0777.LDC2009T13_81,Robert Gibbs-Obama,,0.036,"{Obama,'s,grandmother,Madelyn,Dunham,helped,raise,him,throughout,his,childhood,"","",and,had,suddenly,fallen,very,sick,"","",senior,Obama,advisor,Robert,Gibbs,told,reporters,on,the,Illinois,senator,'s,plane,on,Thursday,.}",22,2,0,1
LTW_ENG_20070108.0041.LDC2009T13_625_13-LTW_ENG_20070108.0041.LDC2009T13_625_17,LTW_ENG_20070108.0041.LDC2009T13_625,David Petraeus-William Fallon,,0.054,"{Graham,and,other,Republicans,said,Bush,'s,nomination,last,week,of,Lt.,Gen.,David,Petraeus,and,Admiral,William,Fallon,as,new,U.S.,commanders,for,Iraq,and,the,Middle,East,respectively,--,in,addition,to,the,earlier,nomination,of,Robert,Gates,to,become,defense,secretary,--,was,``,long,overdue,"","",'',in,part,because,the,lack,of,support,for,a,troop,increase,was,part,of,an,unsuccessful,strategy,by,current,commanders,Gen.,John,Abizaid,and,Gen.,George,Casey,.}",13,2,17,2
NYT_ENG_20071015.0241.LDC2009T13_612_0-NYT_ENG_20071015.0241.LDC2009T13_612_3,NYT_ENG_20071015.0241.LDC2009T13_612,Tom Brady-Kyle Brady,,0.124,"{Tom,Brady,hit,Kyle,Brady,with,a,1-yard,touchdown,pass,that,was,set,up,by,an,interference,call,drawn,by,Randy,Moss,;,Stephen,Gostkowski,connected,on,a,season-long,45-yard,field,goal,;,Donte,',Stallworth,undressed,Jacques,Reeves,on,a,69-yard,catch-and-run,;,Gostkowski,kicked,another,field,goal,;,and,then,Kyle,Eckel,capped,the,victory,with,a,1-yard,touchdown,run,with,19,seconds,left,.}",0,2,3,2
157605@6_4-157605@6_25,157605@6,Yates-Richard Ford,,0.004,"{With,the,book,"","",Yates,essentially,ushered,in,the,suburban-angst,genre,"","",since,explored,by,such,celebrated,authors,as,John,Updike,"","",John,Cheever,and,Richard,Ford,.}",4,1,25,2
eng-WL-11-174573-12957961_38_61-eng-WL-11-174573-12957961_38_22,eng-WL-11-174573-12957961_38,Pike-Lone Scherfig,,0,"{One,film,of,this,type,that,I,'m,hoping,impresses,is,this,year,'s,An,Education,"","",directed,by,Danish,female,director,Lone,Scherfig,"","",scripted,by,the,popular,novelist,and,notorious,list-addict,Nick,Hornby,and,featuring,a,reputable,and,beautiful,cast,including,Peter,``,Sexy,Hot,'',Sarsgaard,"","",Dominic,``,chest,hair,'',Cooper,and,Rosamund,``,gorgeous,'',Pike,.}",61,1,22,2
AFP_ENG_20071110.0357.LDC2009T13_221_12-AFP_ENG_20071110.0357.LDC2009T13_221_31,AFP_ENG_20071110.0357.LDC2009T13_221,Fernando Gonzalez-Federer,,0,"{He,has,been,boosted,by,a,favourable,draw,against,Nikolay,Davydenko,and,Fernando,Gonzalez,"","",neither,of,whom,have,beaten,the,Swiss,"","",and,Andy,Roddick,"","",whose,last,success,against,Federer,was,in,2003,.}",12,2,31,1
APW_ENG_20070516.0154.LDC2009T13_17_25-APW_ENG_20070516.0154.LDC2009T13_17_18,APW_ENG_20070516.0154.LDC2009T13_17,Mark Rothko-Francis Bacon,f,0.124,"{The,record,price,for,postwar,art,was,broken,twice,at,a,Sotheby,'s,auction,"","",first,with,a,Francis,Bacon,work,and,later,with,a,Mark,Rothko,painting,"","",which,went,for,almost,$,73,million,"","",the,auction,house,said,.}",25,2,18,2
AFP_ENG_20080829.0671.LDC2009T13_251_23-AFP_ENG_20080829.0671.LDC2009T13_251_1,AFP_ENG_20080829.0671.LDC2009T13_251,Bernard Hinault-Contador,,0.016,"{But,Contador,is,hot,favorite,to,take,the,title,in,front,of,his,home,fans,"","",and,join,cycling,legends,Jacques,Anquetil,and,Bernard,Hinault,of,France,"","",Belgium,'s,Eddy,Merckx,and,Italy,'s,Felice,Gimondi,among,those,who,have,won,all,three,races,.}",23,2,1,1
eng-WL-110-174612-12993719_16_50-eng-WL-110-174612-12993719_16_27,eng-WL-110-174612-12993719_16,Scott Storch-Mary J. Blige,,0,"{The,Game,'s,upcoming,album,``,THE,DOCTOR,'S,ADVOCATE,'',is,due,on,7th,November,"","",and,it,includes,cameos,by,:,-,Lauryn,Hill,"","",Mary,J.,Blige,"","",Nas,and,Snoop,Dogg,as,well,as,productions,from,:,-,Timbaland,-LRB-,Missy,Elliot,"","",TLC,-RRB-,"","",Scott,Storch,-LRB-,Janet,Jackson,"","",50,Cent,-RRB-,"","",Kanye,West,-LRB-,Jay,Z,"","",Mariah,Carey,-RRB-,"","",Cool,&,Dre,-LRB-,Young,Jeezy,"","",Christina,Milian,-RRB-,and,Just,Blaze,-LRB-,LeToya,"","",Diddy,-RRB-,.}",50,2,27,3
AFP_ENG_20070402.0499.LDC2009T13_620_14-AFP_ENG_20070402.0499.LDC2009T13_620_0,AFP_ENG_20070402.0499.LDC2009T13_620,Mohammed Asif-Inzamam,,0.018,"{Inzamam,"","",accompanied,by,teammates,Salman,Butt,"","",Imran,Nazir,"","",Shoaib,Malik,"","",Mohammed,Asif,"","",Mohammed,Hafeez,and,Kamran,Akmal,"","",said,Woolmer,was,an,``,excellent,coach,and,above,all,things,was,an,excellent,human,being,.,''}",14,2,0,1
eng-WL-110-174629-12996285_32_12-eng-WL-110-174629-12996285_32_14,eng-WL-110-174629-12996285_32,Greg-Heidi,,0.016,"{Much,overdue,is,a,visit,to,the,UK,to,visit,our,friends,Greg,"","",Heidi,"","",Kevin,"","",and,my,writer,friend,Mike,.}",12,1,14,1
NYT_ENG_20080118.0096.LDC2009T13_624_21-NYT_ENG_20080118.0096.LDC2009T13_624_30,NYT_ENG_20080118.0096.LDC2009T13_624,Eric L. Abrams-Maceo,,0.012,"{There,'s,Bertha,Mae,and,her,much,younger,husband,-LRB-,Vondie,Curtis-Hall,-RRB-,"","",a,pair,of,rival,field,hands,-LRB-,Eric,L.,Abrams,and,Sean,Patrick,Thomas,-RRB-,"","",Maceo,'s,hefty,love,interest,-LRB-,Davenia,McFadden,-RRB-,"","",and,Delilah,'s,employer,"","",the,mayor,'s,discreet,drunk,of,a,wife,-LRB-,Mary,Steenburgen,-RRB-,.}",21,3,30,1
APW_ENG_20080731.1202.LDC2009T13_103_31-APW_ENG_20080731.1202.LDC2009T13_103_21,APW_ENG_20080731.1202.LDC2009T13_103,Momoko Ueda-Ji-Yai Shin,,0.012,"{Inkster,"","",whose,last,major,was,the,2002,Women,'s,U.S.,Open,"","",is,a,stroke,clear,of,seven,players,--,Ji-Yai,Shin,"","",Ji,Young,Oh,"","",Yuri,Fudoh,"","",Momoko,Ueda,"","",Jo,Head,"","",Laura,Diaz,and,Stacy,Prammanasudh,--,and,her,opening,round,gives,her,a,realistic,hope,of,becoming,the,oldest,winner,of,a,major,and,the,second,player,to,complete,a,career,``,Super,Slam,.,''}",31,2,21,2
eng-WL-11-174598-12965050_1907_62-eng-WL-11-174598-12965050_1907_29,eng-WL-11-174598-12965050_1907,Jess-Katy Perry,,0.002,"{Like,many,of,the,young,Disney,slaves,-LRB-,Miley,'s,Hello,Kitty,one,pictured,above,-LSB-,for,the,sex-kitten,emphasis,"","",originally,posted,here,-RSB-,"","",Ashley,Tisdale,and,Katy,Perry,are,with,them,above,"","",and,speaking,of,masked,kitty,kats,here,is,the,obligatory,sex-kitten,mask,+,ears,on,the,other,twin,below,-RRB-,"","",one,of,the,twins,"","",Jess,also,had,some,``,leaked,'',photographs,which,in,the,interest,of,being,thorough,I,'ve,posted,below,.}",62,1,29,2
NYT_ENG_20070211.0021.LDC2009T13_1433_15-NYT_ENG_20070211.0021.LDC2009T13_1433_29,NYT_ENG_20070211.0021.LDC2009T13_1433,J.D. Drew-Juan Pierre,,0.024,"{Los,Angeles,signed,veteran,left,fielder,Luis,Gonzalez,"","",who,should,come,close,to,replacing,J.D.,Drew,'s,production,at,a,fraction,of,the,cost,"","",and,center,fielder,Juan,Pierre,"","",leaving,Andre,Ethier,as,the,right,fielder,after,switching,from,left,to,accommodate,Gonzalez,.}",15,2,29,2
NYT_ENG_20080302.0055.LDC2009T13_770_48-NYT_ENG_20080302.0055.LDC2009T13_770_29,NYT_ENG_20080302.0055.LDC2009T13_770,Johnny Damon-Steinbrenner,,0.01,"{Before,the,current,rush,by,athletes,to,Obama,"","",Giuliani,had,the,market,on,endorsements,and,contributions,from,sports,figures,"","",especially,from,his,beloved,Yankees,--,among,them,Steinbrenner,"","",general,manager,Brian,Cashman,"","",team,president,Randy,Levine,"","",league,MVP,Alex,Rodriguez,and,star,outfielder,Johnny,Damon,.}",48,2,29,1
NYT_ENG_20080218.0068.LDC2009T13_405_1-NYT_ENG_20080218.0068.LDC2009T13_405_61,NYT_ENG_20080218.0068.LDC2009T13_405,Fayed-Philip,,0,"{But,Fayed,--,son,of,a,Cairo,"","",Egypt,"","",school,inspector,who,rose,from,the,management,of,a,furniture,store,in,the,Saudi,Arabian,capital,of,Riyadh,to,the,ownership,of,Harrod,'s,"","",a,""65,000-acre"",estate,in,Scotland,and,the,Fulham,football,club,in,London,--,expressed,himself,as,explosively,as,ever,"","",particularly,in,his,characterization,of,Prince,Philip,.}",1,1,61,1
eng-NG-31-147907-10553720_251_26-eng-NG-31-147907-10553720_251_38,eng-NG-31-147907-10553720_251,Hillary Clinton-Howard Dean,,0.082,"{Instead,"","",U.S.,Rep.,Robert,Wexler,"","",who,chairs,Barack,Obama,'s,Florida,campaign,"","",said,Monday,he,and,several,other,members,of,Congress,--,including,Hillary,Clinton,supporters,--,plan,to,meet,with,Democratic,National,Committee,Chairman,Howard,Dean,this,week,and,urge,him,to,act,as,mediator,"","",a,role,Dean,has,resisted,.,''}",26,2,38,2
eng-WL-11-174592-12941127_128_27-eng-WL-11-174592-12941127_128_55,eng-WL-11-174592-12941127_128,Katie Cassidy-Sam,,0,"{After,the,guys,vanquish,the,demon,"","",the,FBI,agent,realizes,they,were,telling,the,truth,and,prepares,to,release,them,"","",but,Ruby,-LRB-,guest,star,Katie,Cassidy,-RRB-,shows,up,to,a,warn,Sam,and,Dean,that,the,jailhouse,is,surrounded,by,a,band,of,demons,with,a,powerful,new,leader,who,wants,Sam,dead,.}",27,2,55,1
NYT_ENG_20070102.0102.LDC2009T13_1045_16-NYT_ENG_20070102.0102.LDC2009T13_1045_12,NYT_ENG_20070102.0102.LDC2009T13_1045,Maz Jobrani-Esperanza Villalobos,,0.042,"{WITH,:,Eugene,Gurkin,-LRB-,Donal,Logue,-RRB-,"","",Sofia,Vergara,-LRB-,Esperanza,Villalobos,-RRB-,"","",Maz,Jobrani,-LRB-,Gourishankar,Gary,Subramaniam,-RRB-,"","",Lenny,Venito,-LRB-,Francis,"","",or,Squatch,"","",Squacieri,-RRB-,"","",Kevin,Michael,Richardson,-LRB-,Rockefeller,Butts,-RRB-,"","",Josh,Grisetti,-LRB-,Louis,Plunk,-RRB-,.}",16,2,12,2
NYT_ENG_20080311.0245.LDC2009T13_524_20-NYT_ENG_20080311.0245.LDC2009T13_524_0,NYT_ENG_20080311.0245.LDC2009T13_524,David Letterman-Hillary,,0.01,"{Hillary,could,not,have,been,pleased,to,be,in,all,the,TV,stand-by,-,your-man,features,"","",or,to,hear,David,Letterman,'s,Spitzer,Top,Ten,list,"","",which,included,"","",``,I,thought,Bill,Clinton,legalized,this,years,ago,.,''}",20,2,0,1
CNA_ENG_20080509.0041.LDC2009T13_44_26-CNA_ENG_20080509.0041.LDC2009T13_44_60,CNA_ENG_20080509.0041.LDC2009T13_44,George D. Schwab-Winston Lord,,0,"{Ma,spokesman,Lo,Chih-chiang,said,that,during,the,40-minute,"","",closed-door,meeting,"","",Ma,also,discussed,triangular,relations,among,Taiwan,"","",China,and,the,U.S.,with,George,D.,Schwab,"","",head,of,the,National,Committee,on,American,Foreign,Policy,-LRB-,NCAFP,-RRB-,"","",as,well,as,its,members,--,Donald,S.,Zagoria,"","",Robert,A.,Scalapino,"","",Nicholas,Platt,"","",Winston,Lord,"","",and,Evans,Revere,.}",26,3,60,2
eng-WL-109-174581-12951117_154_0-eng-WL-109-174581-12951117_154_14,eng-WL-109-174581-12951117_154,Philip Horne-Paul Avery,,0.016,"{Philip,Horne,in,the,Telegraph,:,`,Graysmith,"","",his,San,Francisco,Chronicle,colleague,Paul,Avery,-LRB-,Robert,Downey,Jr,-RRB-,"","",and,David,Toschi,-LRB-,Mark,Ruffalo,-RRB-,"","",the,investigating,policeman,"","",try,to,make,sense,of,the,chaotic,"","",hellish,fixation,that,the,taunting,"","",elusive,Zodiac,entices,them,into,--,a,paranoid,universe,of,maddening,leads,and,spooky,red,herrings,.}",0,2,14,2
eng-WL-11-174611-12975418_66_6-eng-WL-11-174611-12975418_66_13,eng-WL-11-174611-12975418_66,Barack Obama-Rachel Maddow,f,0.084,"{Labels,:,``,celibacy,'',"","",Barack,Obama,"","",DADT,"","",military,"","",Rachel,Maddow}",6,2,13,2
eng-WL-11-174611-12975947_130_35-eng-WL-11-174611-12975947_130_30,eng-WL-11-174611-12975947_130,Mary Stuart-Mary Stuart Harriet Walter,f,0.042,"{Best,Performance,by,a,Leading,Actress,in,a,Play,Hope,Davis,"","",God,of,Carnage,Jane,Fonda,"","",33,Variations,Marcia,Gay,Harden,"","",God,of,Carnage,Janet,McTeer,"","",Mary,Stuart,Harriet,Walter,"","",Mary,Stuart}",35,2,30,4
AFP_ENG_20080320.0407.LDC2009T13_149_8-AFP_ENG_20080320.0407.LDC2009T13_149_50,AFP_ENG_20080320.0407.LDC2009T13_149,Alou Diarra-Jerome Rothen,,0.008,"{Midfielders,:,Mathieu,Bodmer,-LRB-,Lyon,-RRB-,"","",Alou,Diarra,-LRB-,Bordeaux,-RRB-,"","",Lassana,Diarra,-LRB-,""Portsmouth\\/ENG"",-RRB-,"","",Mathieu,Flamini,-LRB-,""Arsenal\\/ENG"",-RRB-,"","",Claude,Makelele,-LRB-,""Chelsea\\/ENG"",-RRB-,"","",Rio,Mavuba,-LRB-,Lille,-RRB-,"","",Samir,Nasri,-LRB-,Marseille,-RRB-,"","",Jeremy,Toulalan,-LRB-,Lyon,-RRB-,"","",Jerome,Rothen,-LRB-,PSG,-RRB-,"","",Patrick,Vieira,-LRB-,Inter,""Milan\\/ITA"",-RRB-}",8,2,50,2
APW_ENG_20070103.1246.LDC2009T13_31_4-APW_ENG_20070103.1246.LDC2009T13_31_18,APW_ENG_20070103.1246.LDC2009T13_31,Franchitti-Tony Kanaan,,0.006,"{AGR,said,Wednesday,that,Franchitti,will,be,one,of,its,four,full,-,time,drivers,"","",along,with,Tony,Kanaan,"","",Danica,Patrick,and,Marco,Andretti,"","",the,son,of,team,co-owner,Michael,Andretti,.}",4,1,18,2
AFP_ENG_20070719.0207.LDC2009T13_71_26-AFP_ENG_20070719.0207.LDC2009T13_71_20,AFP_ENG_20070719.0207.LDC2009T13_71,Carl Pettersson-Retief Goosen,f,0.008,"{70,-,Gregory,Bourdy,-LRB-,FRA,-RRB-,"","",Rod,Pampling,-LRB-,AUS,-RRB-,"","",Thomas,Bjorn,-LRB-,DEN,-RRB-,"","",Retief,Goosen,-LRB-,RSA,-RRB-,"","",Carl,Pettersson,-LRB-,SWE,-RRB-,"","",JJ,Henry,-LRB-,USA,-RRB-,"","",Rich,Beem,-LRB-,USA,-RRB-,"","",Shaun,Micheel,-LRB-,USA,-RRB-,"","",Peter,Hanson,-LRB-,SWE,-RRB-}",26,2,20,2
1145@50_39-1145@50_13,1145@50,Joe DeOliveira-Joel Fields,,0.014,"{Created,by,Matthew,Carnahan,;,Carnahan,"","",Courteney,Cox,"","",David,Arquette,and,Joel,Fields,"","",executive,producers,;,Chris,Long,and,Dave,Flebotte,"","",co-executive,producers,;,Sally,Robinson,"","",consulting,producer,;,Thea,Mann,"","",producer,;,Joe,DeOliveira,"","",associate,producer,.}",39,2,13,2
APW_ENG_20070723.1127.LDC2009T13_48_33-APW_ENG_20070723.1127.LDC2009T13_48_9,APW_ENG_20070723.1127.LDC2009T13_48,Leilani-Veronica Porsche Anderson,,0,"{Guests,included,Ali,'s,parents,"","",Muhammad,Ali,and,Veronica,Porsche,Anderson,;,her,sister,Hana,Ali,;,Conway,'s,12-year-old,twin,sons,"","",Cameron,and,Kelton,;,and,his,8-year-old,daughter,"","",Leilani,"","",People,magazine,reported,on,its,Web,site,.}",33,1,9,3
NYT_ENG_20070503.0112.LDC2009T13_1048_7-NYT_ENG_20070503.0112.LDC2009T13_1048_51,NYT_ENG_20070503.0112.LDC2009T13_1048,Polley-Daniel Iron,,0.038,"{Directed,by,Sarah,Polley,;,written,by,Polley,"","",based,on,the,short,story,``,The,Bear,Came,Over,the,Mountain,'',by,Alice,Munro,;,director,of,photography,"","",Luc,Montpellier,;,edited,by,David,Wharnsby,;,music,by,Jonathan,Goldsmith,;,production,designer,"","",Kathleen,Climie,;,produced,by,Daniel,Iron,"","",Simone,Urdl,and,Jennifer,Weiss,;,released,by,Lionsgate,.}",7,1,51,2
eng-WL-11-174611-12970197_385_3-eng-WL-11-174611-12970197_385_41,eng-WL-11-174611-12970197_385,Neill Blomkamp-Sheldon Turner,,0.002,"{Best,Adapted,Screenplay,Neill,Blomkamp,and,Terri,Tatchell,"","",``,District,9,'',Nick,Hornby,"","",``,An,Education,'',Jesse,Armstrong,"","",Simon,Blackwell,"","","","",``,In,the,Loop,'',Geoffrey,Fletcher,"","",``,Precious,'',Jason,Reitman,and,Sheldon,Turner,"","",``,Up,in,the,Air,''}",3,2,41,2
APW_ENG_20070226.0726.LDC2009T13_473_21-APW_ENG_20070226.0726.LDC2009T13_473_23,APW_ENG_20070226.0726.LDC2009T13_473,Sharon-Jack,,0.004,"{Designer,Zac,Posen,sat,with,former,Marilyn,Manson,flame,Dita,Von,Teese,"","",who,chatted,up,British,rock,royals,Ozzy,"","",Sharon,"","",Jack,and,Kelly,Osbourne,at,the,next,table,.}",21,1,23,1
APW_ENG_20070113.0027.LDC2009T13_86_44-APW_ENG_20070113.0027.LDC2009T13_86_9,APW_ENG_20070113.0027.LDC2009T13_86,Beckham-Victoria,,0,"{Forgetting,for,the,moment,that,Beckham,'s,wife,"","",Victoria,"","",is,a,former,Spice,Girl,"","",that,they,rank,Tom,Cruise,and,Katie,Holmes,among,their,best,friends,"","",and,that,one,of,Hollywood,'s,premier,talent,agencies,negotiated,his,Galaxy,contract,"","",Beckham,tried,to,focus,on,soccer,.}",44,1,9,1
